distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
1858,106696,7447,1,3,4,1,1,Strada,1
1097,274591,3113,1,4,5,2,1,Strada,1
1923,118954,2518,1,5,2,3,1,Strada,0
1123,87569,7341,1,5,2,4,0,Strada,1
767,238963,7305,0,2,4,5,1,Aereo,1
1408,207737,3970,0,4,2,5,0,Strada,1
1655,277051,4286,0,0,3,1,1,Strada,1
2368,22637,1989,0,3,2,3,0,Mare,0
611,170268,3906,0,4,4,3,0,Ferrovia,1
2344,227089,100,0,4,1,5,0,Aereo,1
436,229289,7180,1,0,5,3,0,Strada,1
751,134661,7784,0,4,2,2,1,Strada,1
1022,24560,3026,0,3,4,2,0,Mare,0
1434,266178,5574,0,1,5,5,1,Strada,1
1033,132241,1410,0,1,3,4,1,Mare,1
1561,93449,6855,1,2,1,4,1,Strada,1
401,4239,3786,1,0,5,4,1,Mare,1
1774,4415,3852,1,2,5,5,1,Ferrovia,1
2001,135556,3852,1,1,4,1,0,Strada,0
1329,19225,415,0,0,3,3,1,Mare,0
1957,81459,3005,1,4,2,2,0,Strada,1
802,193176,6080,0,4,3,2,0,Strada,0
1074,284080,3095,1,3,1,1,0,Mare,1
595,40952,2053,0,5,2,3,0,Ferrovia,0
1519,219471,2951,0,1,3,4,1,Aereo,1
128,268524,307,1,4,1,2,1,Mare,1
1309,182370,3509,1,0,5,4,1,Strada,1
2431,81821,94,1,5,5,4,0,Strada,1
938,148215,318,1,5,5,5,0,Aereo,1
1155,205021,1384,1,4,5,5,1,Strada,1
2040,163650,721,1,2,2,3,1,Mare,1
1550,93551,7212,1,2,5,2,0,Mare,1
970,72519,5447,0,2,2,5,1,Mare,1
599,151250,7050,1,5,2,3,0,Strada,0
2111,93526,7692,0,2,3,1,0,Mare,0
441,207929,3688,0,2,5,4,1,Mare,1
2407,192269,6338,1,5,4,2,1,Strada,0
2483,110365,6135,0,3,5,2,0,Strada,1
1430,299510,284,1,2,4,3,0,Mare,1
1023,100830,6884,0,3,5,5,1,Ferrovia,1
389,238285,6913,1,3,2,4,1,Strada,1
806,54619,3257,1,4,5,4,1,Strada,1
1095,285935,5614,1,5,5,2,1,Strada,1
2388,271445,2450,1,0,5,2,0,Ferrovia,1
2403,127866,1467,1,2,5,4,0,Aereo,1
988,232730,5139,0,0,3,1,0,Mare,1
897,104623,4420,1,1,3,3,0,Strada,1
491,37894,7601,1,3,2,1,0,Strada,1
179,42770,5055,0,1,2,5,1,Mare,1
646,23300,7540,1,3,4,1,0,Aereo,1
2008,119025,3304,0,2,2,1,0,Strada,1
1555,200307,7790,1,1,3,5,1,Ferrovia,1
911,41285,489,0,5,2,3,0,Strada,1
1048,198627,5232,1,4,4,4,1,Strada,1
2422,118713,6042,1,1,4,1,1,Aereo,1
1601,164543,5896,0,3,3,3,0,Mare,1
1690,49671,5017,0,5,2,5,0,Aereo,1
1561,283414,700,0,3,4,3,0,Ferrovia,1
1786,120870,7136,0,0,2,1,0,Mare,1
1499,128897,7863,0,1,2,4,1,Strada,1
1907,246526,83,1,4,3,5,1,Mare,1
314,235954,2802,1,2,3,5,1,Mare,1
1512,171801,5012,0,0,2,1,0,Aereo,1
206,12171,3082,0,1,5,3,1,Mare,1
1495,50948,4977,0,0,5,4,0,Aereo,1
2348,35725,7694,1,1,1,5,1,Ferrovia,1
1682,282594,1160,1,2,1,1,1,Mare,1
2424,85600,3331,0,2,1,1,0,Mare,1
944,136513,511,1,4,3,2,1,Mare,1
2194,112315,6274,0,0,2,2,0,Strada,1
562,21115,371,1,4,4,3,1,Ferrovia,0
265,100405,4560,0,1,2,1,1,Mare,1
2222,88404,1924,0,2,2,3,0,Aereo,1
1756,218223,3089,1,2,1,3,1,Mare,1
2156,145687,2287,1,3,2,4,1,Mare,0
1617,146804,4071,0,3,1,2,1,Mare,0
2258,111670,1306,0,4,2,3,0,Mare,0
2381,43738,2489,1,0,4,4,0,Strada,1
2203,243368,4059,0,1,5,4,0,Strada,1
1178,133053,3290,0,4,5,2,0,Strada,1
277,194953,7660,0,2,3,2,1,Strada,1
2415,190681,7980,0,2,4,1,1,Strada,1
1537,203957,4313,0,2,2,3,0,Strada,1
851,11728,3352,0,1,4,4,0,Aereo,1
1672,118616,5319,1,4,2,1,1,Ferrovia,1
1955,219422,2761,1,1,4,3,0,Mare,1
521,299358,7767,0,5,4,3,0,Strada,1
1129,190007,1459,0,2,5,1,0,Strada,1
2110,219153,2478,1,3,4,4,0,Mare,1
1091,151025,1882,0,4,3,1,1,Strada,1
2210,297247,2074,1,3,2,3,1,Strada,1
278,71949,3396,1,4,1,1,0,Strada,0
220,226877,5786,0,2,4,1,0,Strada,0
344,152228,5043,0,3,1,3,1,Strada,1
238,14423,3981,0,3,5,2,1,Strada,1
475,174877,2961,1,4,1,4,0,Aereo,1
1026,265131,6255,1,5,3,3,1,Aereo,1
1152,63979,7684,0,5,3,2,1,Strada,1
968,84905,6721,0,3,5,1,1,Strada,1
548,159940,5007,0,3,3,2,1,Mare,1
1871,77970,4295,1,2,2,3,1,Strada,1
915,64805,3263,0,4,3,3,1,Mare,1
875,120779,2213,1,4,4,1,0,Strada,1
1908,58467,4969,0,0,3,3,1,Strada,0
2168,108732,6258,0,4,2,5,1,Strada,1
2345,149079,1502,1,2,5,2,0,Strada,1
195,208936,6503,1,3,3,5,0,Aereo,1
1691,119105,2803,1,0,2,5,0,Aereo,1
1369,125535,2951,1,3,4,2,0,Ferrovia,1
519,272602,5599,1,4,1,3,0,Mare,0
242,69481,3121,1,1,1,2,0,Mare,1
1141,75888,7378,0,3,5,1,0,Strada,1
101,77022,4096,1,5,5,5,0,Mare,1
2460,173472,355,0,4,1,5,0,Ferrovia,1
1870,68628,1434,0,5,1,3,1,Strada,1
1919,183929,7495,0,2,5,2,0,Strada,1
1836,168599,3417,1,5,1,4,0,Strada,1
1504,71648,1624,1,4,3,3,1,Aereo,1
1917,280081,922,0,0,2,3,1,Mare,1
2057,169744,218,0,5,5,3,0,Aereo,1
1484,243634,5628,0,1,2,2,0,Strada,1
889,2112,1653,1,1,4,3,1,Ferrovia,1
290,76561,1080,0,1,4,1,0,Strada,0
585,166154,7814,1,5,3,1,0,Strada,1
1457,119181,1784,0,2,4,5,0,Strada,1
132,61482,7349,1,1,5,5,0,Strada,1
1031,80098,6781,1,3,3,2,0,Strada,1
1000,57625,6955,0,2,3,4,0,Strada,1
660,275732,4492,1,4,5,5,0,Aereo,0
623,129658,7148,0,0,1,5,0,Aereo,0
2383,21967,7938,0,2,2,5,1,Mare,1
1038,287400,3717,0,0,5,5,1,Strada,1
508,190420,4880,0,2,1,3,0,Strada,1
2223,213044,1326,0,4,1,5,0,Strada,1
1572,219423,6603,1,0,4,2,0,Aereo,0
2034,190551,592,0,2,3,3,0,Mare,1
1616,215697,404,1,0,3,3,0,Mare,1
2209,131145,4858,0,1,4,2,0,Strada,0
2499,99120,4086,0,1,4,4,1,Strada,1
171,152781,7781,1,5,3,5,1,Mare,1
322,190607,3489,0,1,5,1,1,Mare,1
1367,246512,633,0,3,5,4,0,Strada,1
447,192659,560,1,1,5,5,0,Strada,0
1034,60321,6726,1,1,5,1,0,Ferrovia,1
1280,235855,6721,0,4,4,3,1,Mare,1
1183,44202,996,0,0,2,3,1,Mare,1
1351,188660,7745,0,0,2,3,1,Strada,1
1960,135162,3523,0,1,3,5,0,Mare,1
1555,284696,1248,0,0,2,2,1,Strada,1
1966,226743,2921,0,2,5,3,1,Strada,1
869,212299,4045,0,5,4,3,1,Strada,1
2006,284805,3971,0,1,5,3,1,Strada,1
2418,173097,4223,0,5,1,5,0,Strada,1
228,132642,4585,1,1,4,1,0,Strada,0
946,239350,5921,1,3,1,4,0,Mare,0
2316,95328,6742,0,5,1,3,1,Strada,1
2022,127355,3353,1,2,3,4,1,Strada,1
1601,239340,2497,1,1,1,2,1,Aereo,1
541,287342,3334,0,1,2,2,0,Mare,1
110,62201,1266,1,0,2,2,0,Aereo,1
1127,213810,7789,1,1,1,3,0,Mare,1
1753,211905,6894,1,5,3,4,0,Strada,1
114,101353,1340,1,5,1,1,1,Aereo,1
635,250043,4271,1,1,4,5,1,Strada,1
1777,169515,5884,0,1,4,4,0,Mare,1
2268,171316,7027,0,1,4,5,1,Strada,1
584,147149,7599,1,3,4,4,0,Mare,0
2205,189921,6737,1,2,1,3,0,Aereo,1
1920,106447,551,1,5,5,1,0,Mare,0
1054,282775,7620,0,3,5,3,0,Strada,1
1279,184724,2921,1,0,4,2,0,Ferrovia,1
1089,296644,7478,0,4,3,1,0,Strada,0
376,290041,436,1,1,3,4,1,Strada,1
657,179352,461,1,5,1,3,0,Ferrovia,1
51,102639,5515,0,0,5,5,1,Mare,0
1083,112118,2056,0,5,1,3,0,Mare,1
174,204664,5263,0,4,2,3,0,Mare,0
1154,32941,6521,1,1,4,4,0,Strada,0
1911,231748,2197,1,5,2,4,0,Strada,1
1223,146306,3918,0,1,2,2,1,Strada,0
178,76172,6654,1,4,3,1,0,Strada,1
487,4376,1388,0,3,5,3,1,Strada,1
800,293927,6218,0,4,4,5,0,Strada,1
1271,17447,6087,1,4,1,4,0,Mare,1
2308,217937,6687,1,5,4,4,1,Strada,0
951,17713,402,1,2,1,2,1,Strada,1
2142,268002,5014,1,1,1,1,1,Strada,1
1352,183187,3238,1,5,5,2,1,Strada,1
1483,60834,6392,1,1,2,4,0,Strada,1
440,83060,1352,1,3,1,5,1,Mare,1
1117,243995,7799,0,3,5,2,1,Strada,1
76,198057,896,0,2,2,3,1,Strada,1
597,87366,5248,1,2,2,4,0,Aereo,1
616,153150,5593,0,2,4,4,1,Strada,1
753,264013,7571,0,3,4,2,0,Ferrovia,0
1292,172147,575,0,4,4,5,1,Ferrovia,1
234,94676,6734,0,5,3,2,0,Mare,1
1640,4659,5825,1,1,2,5,1,Mare,1
1963,59185,2574,0,1,3,4,1,Aereo,0
897,118136,1928,0,5,4,2,0,Aereo,1
648,175823,4155,1,0,5,1,0,Mare,1
855,216945,3680,0,3,4,2,0,Strada,1
1407,137203,7720,0,3,1,2,0,Strada,0
2176,133430,5429,1,2,5,1,1,Strada,0
1928,92150,6717,0,5,5,1,1,Strada,0
595,214379,7003,1,0,2,3,1,Strada,1
1682,280360,3859,1,0,3,1,1,Mare,1
2266,109024,2869,1,3,1,5,1,Mare,1
2129,43320,5765,0,2,5,3,1,Mare,0
2384,274445,6029,0,1,3,5,1,Strada,1
1976,207123,2957,1,2,3,3,0,Strada,1
666,224410,3127,1,1,1,3,0,Mare,1
2367,127560,3880,1,3,1,5,1,Strada,1
1253,264035,1108,0,2,4,4,1,Mare,0
1809,114389,6368,0,0,4,4,0,Strada,1
275,284076,2539,1,5,5,2,1,Aereo,1
719,267336,3698,0,4,5,4,0,Mare,1
1813,279272,5316,0,0,5,2,1,Mare,1
966,23836,5738,1,5,4,4,0,Strada,1
2223,287981,3314,0,1,5,2,0,Aereo,1
2171,118028,7230,0,3,5,2,0,Strada,1
1264,126172,6073,1,2,4,1,0,Strada,1
1755,285922,3651,0,3,4,2,0,Aereo,1
1892,44130,2343,0,3,5,5,0,Strada,1
2033,279852,724,0,1,5,5,0,Strada,0
105,156304,1928,1,3,3,2,0,Aereo,1
769,189338,6307,0,2,2,5,1,Strada,1
2129,5782,1061,0,0,4,4,0,Aereo,0
623,158387,843,0,3,2,5,0,Aereo,0
716,273196,282,0,2,4,1,1,Strada,1
333,282665,5847,0,2,3,5,1,Mare,1
1794,201506,3077,1,1,2,4,1,Strada,1
2284,214827,5491,0,3,3,4,1,Mare,1
547,36546,3659,1,1,1,2,1,Strada,0
1515,211417,2223,0,0,2,3,1,Mare,1
179,158044,3434,1,0,2,4,0,Aereo,1
688,105713,4656,1,5,2,2,1,Ferrovia,0
2211,256628,5653,0,2,1,2,1,Strada,1
2110,103617,2378,1,3,1,5,1,Strada,1
1035,23030,847,0,5,3,5,1,Strada,1
1042,217713,7171,1,2,1,2,1,Strada,0
2171,90831,7096,0,3,4,1,0,Strada,1
150,78400,5452,0,1,5,2,1,Ferrovia,1
2273,281199,6844,0,0,2,5,0,Strada,1
476,219580,3734,0,5,3,4,0,Strada,1
90,75861,4537,1,5,3,1,0,Mare,1
478,299919,7740,0,0,3,3,0,Strada,1
393,299397,4527,0,1,3,4,1,Strada,1
415,218789,6409,0,4,2,5,0,Ferrovia,0
658,257072,2639,1,4,3,4,1,Strada,0
777,52884,4751,0,4,2,4,0,Mare,1
2326,77497,4261,1,3,3,5,1,Strada,0
874,280849,558,1,5,3,4,1,Mare,1
1425,176748,7717,0,1,5,2,1,Strada,1
938,233730,6464,1,3,4,1,0,Strada,1
2093,211117,1513,0,3,1,5,1,Strada,1
1391,8101,3412,1,1,1,1,0,Strada,1
1346,9951,3160,0,3,1,2,0,Ferrovia,0
166,139086,1097,0,5,4,5,1,Strada,1
2465,37180,4921,0,1,2,2,0,Aereo,1
1167,248117,5212,1,4,1,3,1,Ferrovia,1
217,191606,5339,1,4,1,3,1,Strada,1
1788,64209,4485,1,3,1,3,1,Aereo,1
1414,250241,218,1,0,2,1,0,Mare,1
744,173980,5984,0,1,4,3,1,Mare,0
974,139235,1611,0,2,4,3,1,Aereo,1
201,134542,7909,1,2,2,2,0,Strada,1
635,151348,7689,1,3,5,4,0,Strada,0
962,121014,6855,1,0,3,4,0,Strada,1
2371,168953,7862,1,1,2,3,0,Aereo,1
1627,8749,6336,0,4,3,4,1,Strada,0
545,287326,7893,0,3,4,3,0,Ferrovia,0
2198,81543,3222,0,1,3,3,0,Strada,1
606,97487,624,1,1,1,1,0,Mare,1
1155,230216,5774,1,1,3,5,0,Mare,1
1602,117258,1792,1,0,3,4,1,Ferrovia,0
2170,157484,4620,1,1,4,3,0,Strada,0
206,14181,4066,0,0,5,4,0,Strada,1
784,45898,2408,0,0,3,1,1,Aereo,1
2229,266549,7801,1,5,4,1,0,Ferrovia,1
1477,274006,7277,0,1,1,3,1,Strada,1
608,186751,4074,0,5,3,4,0,Mare,1
2204,291832,7246,0,4,3,4,1,Strada,1
2362,49017,580,0,5,1,4,1,Mare,1
204,276083,1040,1,5,2,1,0,Aereo,1
1046,244343,2170,0,1,5,2,1,Aereo,0
2344,105447,5563,0,4,1,2,1,Strada,0
580,244885,5014,0,3,1,4,1,Strada,0
2021,240434,2491,0,2,1,4,1,Mare,0
778,155014,5927,1,3,2,5,1,Aereo,1
1227,242147,2578,0,0,1,3,0,Ferrovia,0
203,156337,2570,0,3,2,1,0,Strada,1
141,255743,4458,1,2,5,5,0,Strada,1
2435,180264,1511,1,2,2,4,0,Strada,1
1553,160740,1001,1,4,5,2,1,Aereo,1
1766,82560,6517,1,3,5,2,0,Mare,1
2066,70283,5158,1,0,5,5,0,Mare,1
836,10297,1014,1,5,4,2,0,Strada,1
322,65005,2184,0,5,5,2,0,Strada,1
2077,190506,4504,0,0,2,3,1,Ferrovia,0
226,131654,744,1,4,4,4,1,Aereo,1
692,191255,2294,0,5,1,5,0,Strada,1
1948,87994,2853,0,4,1,1,0,Strada,0
616,57305,3961,0,5,3,1,1,Ferrovia,1
715,160045,3074,0,5,5,4,0,Strada,1
1381,214058,1458,0,3,3,1,0,Aereo,0
1848,213143,5287,1,4,5,2,0,Strada,1
1119,226963,4643,0,2,5,3,0,Aereo,1
2399,270789,5053,0,0,2,5,0,Mare,1
457,70694,3028,1,5,2,5,0,Strada,1
1262,173845,511,0,2,1,2,1,Mare,1
1903,279930,7713,0,1,4,4,1,Strada,1
1202,41693,1667,0,2,1,3,1,Strada,1
1191,70702,7163,0,0,5,1,0,Strada,1
193,278220,7464,0,1,4,5,1,Mare,1
536,282521,6427,0,3,3,5,0,Strada,1
909,141350,466,1,1,5,4,1,Strada,1
1985,34539,5636,0,4,2,3,1,Strada,1
197,127552,5651,1,0,1,1,1,Mare,1
1409,143512,1438,1,4,1,5,1,Ferrovia,1
1407,289389,6346,0,2,3,5,1,Strada,1
139,205775,4417,0,3,1,1,0,Strada,1
1407,153770,4537,0,0,1,3,1,Mare,0
248,149673,2644,1,3,4,3,0,Strada,1
587,158879,4870,1,5,5,3,0,Mare,1
350,177374,1796,1,0,4,5,1,Strada,1
773,217936,3551,0,4,4,2,0,Mare,1
1648,140111,5820,1,2,1,5,0,Strada,1
1509,190121,6382,0,1,5,4,1,Strada,1
117,229252,2909,0,3,1,4,0,Mare,1
1587,90147,4028,1,0,1,5,1,Aereo,1
447,56413,7469,1,0,4,5,1,Strada,1
669,66958,4540,0,5,2,1,1,Mare,0
1634,32275,4807,1,3,2,3,1,Strada,1
1213,27597,902,1,1,4,1,1,Aereo,1
779,95243,3340,0,2,4,4,0,Strada,1
605,255482,6787,1,0,1,4,1,Strada,1
2002,69908,6383,1,0,5,2,1,Ferrovia,0
1801,297854,6427,0,3,1,3,0,Strada,1
2379,223424,1761,0,3,1,3,0,Mare,1
1045,181122,6425,1,0,3,4,0,Aereo,1
2009,35247,6551,1,0,1,1,1,Mare,1
1651,289552,2575,1,5,5,5,1,Mare,1
1530,77313,3696,0,0,1,3,1,Strada,0
2184,202755,7646,1,4,4,5,0,Ferrovia,1
1152,250407,2080,0,0,5,4,1,Strada,1
2401,268587,286,0,2,4,2,0,Aereo,1
1453,132151,1106,0,2,3,4,0,Mare,1
2227,144973,2310,0,5,3,5,1,Mare,1
1349,199831,5741,1,1,5,4,1,Strada,0
1772,174804,2476,1,3,2,3,0,Strada,1
948,211376,1075,1,1,2,5,1,Strada,1
1256,251278,958,1,0,5,5,1,Aereo,1
1585,149579,499,1,3,5,2,0,Mare,1
127,261082,618,0,0,4,3,0,Mare,1
1582,127691,3548,0,3,3,1,1,Ferrovia,1
287,258426,2910,1,5,5,2,1,Ferrovia,1
1207,298535,5819,1,4,1,3,0,Strada,0
2046,35171,2376,1,4,4,1,1,Strada,1
1265,270629,4359,1,4,3,5,0,Strada,1
327,227392,5920,0,5,4,2,0,Aereo,1
573,243174,1358,1,1,3,5,1,Strada,1
229,91153,7760,0,3,1,5,1,Strada,0
172,38748,767,0,1,3,5,0,Mare,1
1319,134021,1019,1,3,4,3,1,Mare,1
1807,217452,3395,0,0,3,1,0,Ferrovia,1
1144,248888,7228,1,4,4,3,0,Mare,1
529,183378,7064,0,4,5,5,0,Ferrovia,1
1847,88150,7264,0,3,1,2,1,Strada,0
2181,90364,7732,0,1,4,5,0,Aereo,0
2454,116925,5811,0,1,2,1,1,Strada,0
865,10958,2535,0,2,2,3,0,Aereo,1
492,140769,3705,1,4,3,1,0,Ferrovia,0
192,88160,2768,0,4,5,3,0,Mare,0
241,278637,953,1,1,5,1,1,Mare,1
1460,174873,1500,1,4,2,1,1,Ferrovia,1
427,284343,1505,0,1,3,3,1,Strada,1
584,263081,7347,1,2,5,3,1,Mare,1
1766,239962,7239,0,3,5,3,1,Aereo,1
1082,293637,7085,1,3,3,4,1,Mare,1
1460,112545,6582,1,2,4,1,1,Aereo,0
2190,24731,4280,0,4,2,4,1,Mare,1
2039,139148,581,1,0,5,4,1,Mare,1
1227,264215,2317,1,4,4,5,1,Strada,1
454,128872,382,1,1,4,4,1,Strada,1
1222,42410,5299,0,5,4,4,0,Aereo,1
938,231273,7249,1,0,4,3,0,Strada,1
471,193144,5771,1,2,1,3,1,Strada,1
1691,229443,7988,0,3,1,2,0,Ferrovia,1
521,42041,5594,1,3,3,1,1,Mare,1
596,54326,1371,0,4,2,4,0,Strada,1
680,187650,5673,1,3,3,4,0,Strada,1
1087,174211,7978,1,4,1,1,1,Mare,1
1879,142779,4102,1,1,3,3,0,Ferrovia,0
413,238464,1758,0,1,3,3,0,Mare,1
2216,12093,6550,1,2,4,1,1,Mare,1
595,73043,3576,0,5,5,1,0,Strada,1
683,162680,450,0,1,1,3,1,Ferrovia,0
1986,34427,6157,1,4,1,1,1,Mare,0
1730,160467,7089,1,3,3,3,0,Strada,0
1012,227074,3680,0,1,5,1,1,Strada,1
932,281114,3087,1,1,3,3,1,Strada,1
920,71218,6902,1,4,2,2,1,Ferrovia,0
565,208547,4041,1,1,1,3,0,Mare,1
1470,155443,1528,1,3,4,3,0,Strada,1
915,221967,1964,0,5,4,4,0,Strada,1
2203,235625,1107,1,3,4,3,0,Strada,1
1158,151267,7983,0,5,1,1,0,Strada,1
263,111949,6441,0,3,1,5,1,Strada,1
2294,127895,3043,0,3,4,1,1,Strada,0
68,290459,91,0,0,1,4,0,Aereo,1
691,252287,4946,0,3,4,1,0,Ferrovia,1
1154,84804,2220,0,0,2,2,1,Strada,0
379,207318,76,0,3,2,5,0,Strada,1
915,177609,3583,1,3,2,5,1,Aereo,1
823,98357,2668,1,4,3,4,0,Strada,1
441,207337,1220,0,5,3,5,0,Strada,1
686,114984,6689,1,3,5,3,1,Strada,0
2404,252176,3748,1,1,5,4,0,Strada,1
1075,154256,6679,1,3,5,2,1,Strada,1
1724,158642,7677,1,2,2,5,1,Ferrovia,1
789,131522,7092,0,4,2,5,1,Strada,1
1595,187539,760,1,4,2,4,1,Strada,1
518,251690,3249,0,3,1,5,1,Strada,1
2309,36133,2473,1,2,1,5,1,Strada,1
1185,210803,2068,1,5,2,2,0,Mare,1
1081,44998,4810,0,3,4,2,1,Mare,1
923,149310,4928,0,1,5,4,1,Strada,1
509,213160,2948,0,4,3,5,0,Ferrovia,1
2350,49245,6125,1,4,5,1,1,Aereo,1
1599,286701,2097,1,5,4,4,0,Aereo,1
801,228810,5252,1,2,1,2,1,Strada,1
1511,197739,1608,0,0,2,1,1,Strada,1
1827,262882,3644,0,5,1,5,1,Mare,1
903,217585,1772,0,2,1,4,1,Strada,1
2333,66074,4102,0,1,4,4,0,Strada,0
1379,59204,1701,0,2,1,2,0,Ferrovia,1
527,230669,6867,1,5,1,3,0,Aereo,1
2313,224872,5272,0,0,5,3,0,Strada,1
184,157647,1828,0,1,5,3,0,Aereo,1
1202,208096,7736,1,1,4,4,0,Mare,1
459,156472,6555,0,0,2,2,0,Strada,0
1495,7846,733,0,3,5,2,0,Strada,1
1367,24694,1329,0,2,1,3,0,Strada,1
1319,284884,2344,0,5,3,1,1,Strada,1
1629,31996,2060,1,1,5,3,0,Strada,1
135,64874,1265,0,5,3,4,1,Strada,1
1915,98661,5795,1,2,2,1,0,Strada,1
1519,107945,2632,0,0,1,2,1,Strada,1
427,191754,1943,1,4,5,5,0,Strada,1
1730,176272,363,1,0,2,1,1,Strada,1
1124,23970,7493,0,2,4,2,0,Strada,1
291,170143,4044,1,1,2,1,0,Strada,0
969,184340,5542,1,2,4,3,0,Mare,1
1636,89890,493,1,4,4,1,1,Strada,1
2363,228249,1721,0,1,5,1,0,Strada,1
1321,58300,2966,1,4,3,1,1,Aereo,1
119,262387,3316,1,3,4,4,1,Strada,1
2154,62915,7475,1,5,1,4,1,Strada,0
1455,140516,5959,0,0,5,3,0,Strada,1
2136,76147,4727,0,3,4,5,1,Mare,1
2057,77064,7064,1,2,5,4,1,Ferrovia,0
850,67535,5529,1,3,1,5,1,Strada,1
1091,4760,4693,0,0,5,4,1,Strada,1
874,168956,5277,1,1,5,2,1,Mare,1
805,186576,3145,0,5,4,2,1,Strada,1
2449,131992,7869,1,4,2,1,1,Ferrovia,1
2045,175953,4610,1,1,5,5,1,Strada,1
1889,63399,5191,0,5,4,1,1,Strada,1
1371,224129,6695,0,3,1,1,0,Strada,0
2380,114286,7044,1,2,1,4,1,Strada,0
1659,166693,1914,0,3,2,4,1,Strada,1
159,229057,765,1,0,1,1,1,Mare,1
1066,255551,941,1,0,4,4,1,Strada,1
2011,145151,3857,0,2,2,2,0,Strada,1
1819,53142,550,1,5,4,2,0,Strada,1
74,93930,2832,1,1,2,5,0,Aereo,1
892,98812,2690,0,0,2,2,1,Strada,0
787,165702,4552,1,0,4,1,0,Strada,1
2154,71063,1403,1,2,2,3,0,Strada,0
229,131990,752,1,1,4,4,1,Strada,0
281,275391,2383,1,3,1,1,1,Ferrovia,0
1967,280747,2244,0,4,1,4,1,Strada,1
392,103099,6987,1,2,5,5,1,Strada,1
526,177636,2059,1,1,3,1,0,Ferrovia,0
1872,263671,433,1,4,3,1,1,Strada,1
504,200530,2108,1,2,1,1,1,Aereo,1
1305,268993,2373,0,3,5,5,0,Mare,1
338,225388,935,0,3,3,1,0,Strada,0
1286,177796,1641,0,1,4,4,1,Strada,1
2355,225748,7902,1,1,4,3,0,Aereo,0
579,280374,5109,1,3,2,1,1,Strada,1
2326,92937,4448,0,3,3,5,1,Strada,1
645,266467,2301,0,2,4,5,1,Strada,1
484,142035,4490,1,5,3,1,1,Strada,1
931,147509,1833,0,5,2,5,1,Strada,1
1831,82947,4971,1,1,1,2,0,Strada,1
451,119636,5435,1,4,5,5,0,Strada,1
2185,276631,4167,1,3,2,3,0,Mare,1
1615,14155,7032,1,4,2,2,0,Strada,1
358,274399,2633,1,1,2,4,0,Strada,0
392,121860,1779,1,1,5,2,1,Strada,0
485,75543,5265,1,0,4,3,1,Strada,1
226,36094,7174,1,3,3,2,1,Strada,0
188,221638,5614,0,5,1,1,0,Strada,1
243,10734,312,0,5,1,5,0,Strada,1
1234,204056,2681,0,1,5,1,0,Aereo,1
992,78932,7206,0,1,1,1,0,Strada,1
574,125109,3876,1,3,5,1,1,Strada,1
1674,28881,2480,0,0,5,2,1,Ferrovia,1
2307,195473,5719,0,0,3,4,0,Strada,1
790,41122,7110,1,0,3,5,0,Strada,1
911,244627,441,0,0,5,2,1,Aereo,1
1003,298441,2986,0,2,3,1,0,Strada,1
1352,112513,3722,0,3,4,3,1,Ferrovia,0
1324,37680,589,0,3,2,3,0,Strada,1
1793,84452,1165,1,3,1,1,0,Aereo,1
2237,52044,6759,0,5,1,4,0,Strada,1
841,176156,5328,0,0,1,5,0,Ferrovia,1
595,145582,933,0,0,1,2,0,Mare,1
1894,23152,4373,0,5,4,4,0,Strada,1
1066,85738,6666,1,5,4,3,1,Aereo,1
1977,158517,2469,1,1,2,1,1,Strada,1
1603,208760,1449,0,2,5,2,0,Mare,1
106,105533,1626,1,5,3,4,0,Mare,1
2209,192021,2134,1,3,2,4,1,Mare,1
54,26433,7854,1,2,1,4,1,Strada,0
1487,190932,6103,1,5,3,2,1,Ferrovia,1
1412,205685,4836,0,3,2,5,0,Mare,1
1870,49648,7037,1,0,1,2,0,Strada,1
1332,195162,5206,0,0,2,1,1,Strada,1
2187,228993,6294,0,3,1,2,0,Mare,1
1323,43113,7760,0,4,1,4,1,Aereo,1
1181,247602,5359,0,0,4,5,0,Mare,1
717,131431,1585,0,1,1,5,1,Strada,1
1331,174714,4803,0,5,2,1,0,Strada,0
1046,296206,139,0,0,3,1,1,Mare,1
1976,42604,7223,0,1,4,3,1,Strada,0
331,242201,7098,0,2,3,3,0,Strada,1
1277,138750,5308,0,0,5,3,1,Mare,1
2113,33121,4240,1,5,3,2,1,Strada,1
985,126015,1704,1,0,5,5,1,Strada,1
303,279638,1951,1,5,5,1,1,Strada,1
1261,176257,2729,0,2,4,3,0,Strada,1
378,169704,7603,0,5,3,1,1,Mare,1
1470,47235,2220,0,1,1,3,0,Aereo,1
1590,133720,7502,0,4,4,2,1,Mare,1
1242,199989,415,0,5,4,2,1,Strada,1
1766,17489,4010,1,5,1,4,0,Aereo,1
2463,105222,6884,1,1,3,1,1,Mare,1
1251,2316,5659,0,3,4,4,0,Ferrovia,0
704,61046,2422,0,3,5,2,1,Ferrovia,1
1435,245187,6600,1,3,1,2,1,Strada,1
809,116594,5141,1,5,2,1,1,Ferrovia,0
1848,65042,568,1,2,4,4,1,Strada,1
1113,129295,5041,0,1,5,4,0,Strada,0
465,155174,5993,0,5,3,4,1,Strada,1
304,261737,3760,0,0,3,1,1,Strada,0
1216,115430,6270,0,5,1,1,1,Mare,1
